doc_id,stock_code,company_name,report_type,year,penalty_year,title,publish_date,pdf_url,local_pdf_path,download_status,error_message
000401_esg_2013_c070160e,000401,唐山冀东水泥股份有限公司,esg,2013,,2013年度社会责任报告,2014-04-15,http://static.cninfo.com.cn/finalpage/2014-04-15/63839523.PDF,000401_金隅冀东\pdf\000401_2013_CSR.pdf,success,
000401_annual_2013_e469dfdd,000401,唐山冀东水泥股份有限公司,annual,2013,,2013年年度报告,2014-04-15,http://static.cninfo.com.cn/finalpage/2014-04-15/63839496.PDF,000401_金隅冀东\pdf\000401_2013_年报.pdf,success,
000401_annual_2014_4af69603,000401,唐山冀东水泥股份有限公司,annual,2014,,2014年年度报告,2015-04-14,http://static.cninfo.com.cn/finalpage/2015-04-14/1200826167.PDF,000401_金隅冀东\pdf\000401_2014_年报.pdf,success,
000401_esg_2014_ab95a308,000401,唐山冀东水泥股份有限公司,esg,2014,,2014年度社会责任报告,2015-04-14,http://static.cninfo.com.cn/finalpage/2015-04-14/1200826172.PDF,000401_金隅冀东\pdf\000401_2014_CSR.pdf,success,
000401_annual_2015_989ef3d3,000401,唐山冀东水泥股份有限公司,annual,2015,,2015年年度报告,2016-04-12,http://static.cninfo.com.cn/finalpage/2016-04-12/1202162448.PDF,000401_金隅冀东\pdf\000401_2015_年报.pdf,success,
000401_esg_2016_203a1567,000401,唐山冀东水泥股份有限公司,esg,2016,,2016年度社会责任报告,2017-03-23,http://static.cninfo.com.cn/finalpage/2017-03-23/1203186346.PDF,000401_金隅冀东\pdf\000401_2016_CSR.pdf,success,
000401_esg_2017_3548a1f1,000401,唐山冀东水泥股份有限公司,esg,2017,,2017年度社会责任报告,2018-03-23,http://static.cninfo.com.cn/finalpage/2018-03-23/1204506072.PDF,000401_金隅冀东\pdf\000401_2017_CSR.pdf,success,
000401_annual_2018_a7485286,000401,唐山冀东水泥股份有限公司,annual,2018,,2018年年度报告,2019-03-21,http://static.cninfo.com.cn/finalpage/2019-03-21/1205921805.PDF,000401_金隅冀东\pdf\000401_2018_年报.pdf,success,
000401_esg_2018_9be0c6f3,000401,唐山冀东水泥股份有限公司,esg,2018,,2018年度社会责任报告,2019-03-21,http://static.cninfo.com.cn/finalpage/2019-03-21/1205921788.PDF,000401_金隅冀东\pdf\000401_2018_CSR.pdf,success,
000401_esg_2019_459e041f,000401,唐山冀东水泥股份有限公司,esg,2019,,2019年度社会责任报告,2020-03-19,http://static.cninfo.com.cn/finalpage/2020-03-19/1207383176.PDF,000401_金隅冀东\pdf\000401_2019_CSR.pdf,success,
000401_annual_2019_2c0e6690,000401,唐山冀东水泥股份有限公司,annual,2019,,2019年年度报告,2020-04-10,http://static.cninfo.com.cn/finalpage/2020-04-10/1207471843.PDF,000401_金隅冀东\pdf\000401_2019_年报.pdf,success,
000401_esg_2020_849e488f,000401,唐山冀东水泥股份有限公司,esg,2020,,2020年度社会责任报告,,,000401_金隅冀东\pdf\000401_2020_CSR.pdf,success,
000401_esg_2021_bbacac41,000401,唐山冀东水泥股份有限公司,esg,2021,,2021年度社会责任报告,,,000401_金隅冀东\pdf\000401_2021_CSR.pdf,success,
000401_annual_2022_68863a00,000401,唐山冀东水泥股份有限公司,annual,2022,,2022年年度报告,2023-03-29,http://static.cninfo.com.cn/finalpage/2023-03-29/1216245883.PDF,000401_金隅冀东\pdf\000401_2022_年报.pdf,success,
000401_esg_2022_5f70d571,000401,唐山冀东水泥股份有限公司,esg,2022,,2022年度社会责任报告,,,000401_金隅冀东\pdf\000401_2022_CSR.pdf,success,
000401_esg_2023_8f022c2e,000401,唐山冀东水泥股份有限公司,esg,2023,,2023年度社会责任报告,,,000401_金隅冀东\pdf\000401_2023_CSR.pdf,success,
000401_annual_2023_ccca70a6,000401,唐山冀东水泥股份有限公司,annual,2023,,2023年年度报告,2024-03-28,http://static.cninfo.com.cn/finalpage/2024-03-28/1219429029.PDF,000401_金隅冀东\pdf\000401_2023_年报.pdf,success,
000401_annual_2024_c892617d,000401,唐山冀东水泥股份有限公司,annual,2024,,2024年年度报告,2025-03-28,http://static.cninfo.com.cn/finalpage/2025-03-28/1222928055.PDF,000401_金隅冀东\pdf\000401_2024_年报.pdf,success,
000401_esg_2024_c23c4e4d,000401,唐山冀东水泥股份有限公司,esg,2024,,2024年度社会责任报告,,,000401_金隅冀东\pdf\000401_2024_CSR.pdf,success,
000488_annual_2013_75a2ebd7,000488,山东晨鸣纸业集团股份有限公司,annual,2013,,2013年年度报告,2014-03-21,http://static.cninfo.com.cn/finalpage/2014-03-21/63703220.PDF,000488_ST晨鸣\pdf\000488_2013_年报.pdf,success,
000488_annual_2014_27e56aa7,000488,山东晨鸣纸业集团股份有限公司,annual,2014,,2014年年度报告,2015-03-27,http://static.cninfo.com.cn/finalpage/2015-03-27/1200747401.PDF,000488_ST晨鸣\pdf\000488_2014_年报.pdf,success,
000488_annual_2018_c121c52d,000488,山东晨鸣纸业集团股份有限公司,annual,2018,,2018年年度报告,2019-03-30,http://static.cninfo.com.cn/finalpage/2019-03-30/1205967466.PDF,000488_ST晨鸣\pdf\000488_2018_年报.pdf,success,
000488_annual_2019_c1965ee2,000488,山东晨鸣纸业集团股份有限公司,annual,2019,,2019年年度报告,2020-03-28,http://static.cninfo.com.cn/finalpage/2020-03-28/1207418330.PDF,000488_ST晨鸣\pdf\000488_2019_年报.pdf,success,
000488_annual_2020_66798411,000488,山东晨鸣纸业集团股份有限公司,annual,2020,,2020年年度报告,2021-03-26,http://static.cninfo.com.cn/finalpage/2021-03-26/1209453901.PDF,000488_ST晨鸣\pdf\000488_2020_年报.pdf,success,
000488_annual_2021_0ac79af9,000488,山东晨鸣纸业集团股份有限公司,annual,2021,,2021年年度报告,2022-03-31,http://static.cninfo.com.cn/finalpage/2022-03-31/1212748493.PDF,000488_ST晨鸣\pdf\000488_2021_年报.pdf,success,
000488_esg_2022_340358e2,000488,山东晨鸣纸业集团股份有限公司,esg,2022,,2022年度社会责任报告,,,000488_ST晨鸣\pdf\000488_2022_CSR.pdf,success,
000488_annual_2023_a35fb1aa,000488,山东晨鸣纸业集团股份有限公司,annual,2023,,2023年年度报告,2024-03-29,http://static.cninfo.com.cn/finalpage/2024-03-29/1219444229.PDF,000488_ST晨鸣\pdf\000488_2023_年报.pdf,success,
000488_esg_2023_d4cab072,000488,山东晨鸣纸业集团股份有限公司,esg,2023,,2023年度社会责任报告,,,000488_ST晨鸣\pdf\000488_2023_CSR.pdf,success,
000488_esg_2024_832e9a5a,000488,山东晨鸣纸业集团股份有限公司,esg,2024,,2024年度社会责任报告,,,000488_ST晨鸣\pdf\000488_2024_CSR.pdf,success,
000538_esg_2013_69607494,000538,云南白药集团股份有限公司,esg,2013,,2013年度社会责任报告,,,000538_云南白药\pdf\000538_2013_CSR.pdf,success,
000538_annual_2013_93879245,000538,云南白药集团股份有限公司,annual,2013,,2013年年度报告,2014-03-28,http://static.cninfo.com.cn/finalpage/2014-03-28/63737178.PDF,000538_云南白药\pdf\000538_2013_年报.pdf,success,
000538_annual_2014_f2f8e5ec,000538,云南白药集团股份有限公司,annual,2014,,2014年年度报告,2015-04-28,http://static.cninfo.com.cn/finalpage/2015-04-28/1200920599.PDF,000538_云南白药\pdf\000538_2014_年报.pdf,success,
000538_esg_2014_799b2909,000538,云南白药集团股份有限公司,esg,2014,,2014年度社会责任报告,2015-04-28,http://static.cninfo.com.cn/finalpage/2015-04-28/1200920597.PDF,000538_云南白药\pdf\000538_2014_CSR.pdf,success,
000538_annual_2015_7857441b,000538,云南白药集团股份有限公司,annual,2015,,2015年年度报告,2016-04-20,http://static.cninfo.com.cn/finalpage/2016-04-20/1202202891.PDF,000538_云南白药\pdf\000538_2015_年报.pdf,success,
000538_esg_2015_decfe506,000538,云南白药集团股份有限公司,esg,2015,,2015年度社会责任报告,2016-04-20,http://static.cninfo.com.cn/finalpage/2016-04-20/1202202874.PDF,000538_云南白药\pdf\000538_2015_CSR.pdf,success,
000538_annual_2016_8e7cbc6d,000538,云南白药集团股份有限公司,annual,2016,,2016年年度报告,2017-04-22,http://static.cninfo.com.cn/finalpage/2017-04-22/1203357001.PDF,000538_云南白药\pdf\000538_2016_年报.pdf,success,
000538_esg_2016_a1c879a1,000538,云南白药集团股份有限公司,esg,2016,,2016年度社会责任报告,,,000538_云南白药\pdf\000538_2016_CSR.pdf,success,
000538_esg_2017_67b2372f,000538,云南白药集团股份有限公司,esg,2017,,2017年度社会责任报告,,,000538_云南白药\pdf\000538_2017_CSR.pdf,success,
000538_annual_2017_66d9ef3c,000538,云南白药集团股份有限公司,annual,2017,,2017年年度报告,2018-04-12,http://static.cninfo.com.cn/finalpage/2018-04-12/1204617005.PDF,000538_云南白药\pdf\000538_2017_年报.pdf,success,
000538_esg_2018_e63f0de2,000538,云南白药集团股份有限公司,esg,2018,,2018年度社会责任报告,,,000538_云南白药\pdf\000538_2018_CSR.pdf,success,
000538_esg_2019_a96ddad7,000538,云南白药集团股份有限公司,esg,2019,,2019年度社会责任报告,,,000538_云南白药\pdf\000538_2019_CSR.pdf,success,
000538_annual_2021_3c7353c4,000538,云南白药集团股份有限公司,annual,2021,,2021年年度报告,2022-03-26,http://static.cninfo.com.cn/finalpage/2022-03-26/1212688576.PDF,000538_云南白药\pdf\000538_2021_年报.pdf,success,
000538_esg_2021_ebbd6e05,000538,云南白药集团股份有限公司,esg,2021,,2021年度社会责任报告,,,000538_云南白药\pdf\000538_2021_CSR.pdf,success,
000538_annual_2022_2be6dcc1,000538,云南白药集团股份有限公司,annual,2022,,2022年年度报告,2023-03-31,http://static.cninfo.com.cn/finalpage/2023-03-31/1216280778.PDF,000538_云南白药\pdf\000538_2022_年报.pdf,success,
000538_esg_2022_647ef3b7,000538,云南白药集团股份有限公司,esg,2022,,2022年度社会责任报告,,,000538_云南白药\pdf\000538_2022_CSR.pdf,success,
000538_annual_2023_102d262f,000538,云南白药集团股份有限公司,annual,2023,,2023年年度报告,2024-04-11,http://static.cninfo.com.cn/finalpage/2024-04-11/1219564958.PDF,000538_云南白药\pdf\000538_2023_年报.pdf,success,
000538_esg_2023_2fda99ad,000538,云南白药集团股份有限公司,esg,2023,,2023年度社会责任报告,2024-04-11,http://static.cninfo.com.cn/finalpage/2024-04-11/1219564959.PDF,000538_云南白药\pdf\000538_2023_CSR.pdf,success,
000538_annual_2024_42965cc7,000538,云南白药集团股份有限公司,annual,2024,,2024年年度报告,2025-04-23,http://static.cninfo.com.cn/finalpage/2025-04-23/1223214596.PDF,000538_云南白药\pdf\000538_2024_年报.pdf,success,
000538_esg_2024_fc0a1280,000538,云南白药集团股份有限公司,esg,2024,,2024年度社会责任报告,,,000538_云南白药\pdf\000538_2024_CSR.pdf,success,
000726_esg_2013_23e55247,000726,鲁泰纺织股份有限公司,esg,2013,,2013年度社会责任报告,2014-03-27,http://static.cninfo.com.cn/finalpage/2014-03-27/63730859.PDF,000726_鲁泰A\pdf\000726_2013_CSR.pdf,success,
000726_annual_2013_691aba64,000726,鲁泰纺织股份有限公司,annual,2013,,2013年年度报告,2014-03-27,http://static.cninfo.com.cn/finalpage/2014-03-27/63730861.PDF,000726_鲁泰A\pdf\000726_2013_年报.pdf,success,
000726_annual_2014_b41cf6a8,000726,鲁泰纺织股份有限公司,annual,2014,,2014年年度报告,2015-04-04,http://static.cninfo.com.cn/finalpage/2015-04-04/1200787593.PDF,000726_鲁泰A\pdf\000726_2014_年报.pdf,success,
000726_esg_2014_250865b2,000726,鲁泰纺织股份有限公司,esg,2014,,2014年度社会责任报告,2015-03-31,http://static.cninfo.com.cn/finalpage/2015-03-31/1200766722.PDF,000726_鲁泰A\pdf\000726_2014_CSR.pdf,success,
000726_annual_2015_570c0dfa,000726,鲁泰纺织股份有限公司,annual,2015,,2015年年度报告,2016-03-30,http://static.cninfo.com.cn/finalpage/2016-03-30/1202098352.PDF,000726_鲁泰A\pdf\000726_2015_年报.pdf,success,
000726_esg_2015_7a146bea,000726,鲁泰纺织股份有限公司,esg,2015,,2015年度社会责任报告,2016-03-30,http://static.cninfo.com.cn/finalpage/2016-03-30/1202098735.PDF,000726_鲁泰A\pdf\000726_2015_CSR.pdf,success,
000726_annual_2016_45a440af,000726,鲁泰纺织股份有限公司,annual,2016,,2016年年度报告,2017-03-30,http://static.cninfo.com.cn/finalpage/2017-03-30/1203223459.PDF,000726_鲁泰A\pdf\000726_2016_年报.pdf,success,
000726_esg_2016_b74b1c6b,000726,鲁泰纺织股份有限公司,esg,2016,,2016年度社会责任报告,2017-03-30,http://static.cninfo.com.cn/finalpage/2017-03-30/1203223462.PDF,000726_鲁泰A\pdf\000726_2016_CSR.pdf,success,
000726_esg_2017_66a759e5,000726,鲁泰纺织股份有限公司,esg,2017,,2017年度社会责任报告,2018-04-17,http://static.cninfo.com.cn/finalpage/2018-04-17/1204639402.PDF,000726_鲁泰A\pdf\000726_2017_CSR.pdf,success,
000726_annual_2017_4ea89d9d,000726,鲁泰纺织股份有限公司,annual,2017,,2017年年度报告,2018-04-17,http://static.cninfo.com.cn/finalpage/2018-04-17/1204639397.PDF,000726_鲁泰A\pdf\000726_2017_年报.pdf,success,
000726_esg_2018_d91d89a9,000726,鲁泰纺织股份有限公司,esg,2018,,2018年度社会责任报告,2019-03-29,http://static.cninfo.com.cn/finalpage/2019-03-29/1205954277.PDF,000726_鲁泰A\pdf\000726_2018_CSR.pdf,success,
000726_esg_2019_29052424,000726,鲁泰纺织股份有限公司,esg,2019,,2019年度社会责任报告,2020-04-30,http://static.cninfo.com.cn/finalpage/2020-04-30/1207679397.PDF,000726_鲁泰A\pdf\000726_2019_CSR.pdf,success,
000726_annual_2019_811fd393,000726,鲁泰纺织股份有限公司,annual,2019,,2019年年度报告,2020-05-06,http://static.cninfo.com.cn/finalpage/2020-05-06/1207703492.PDF,000726_鲁泰A\pdf\000726_2019_年报.pdf,success,
000726_annual_2020_9114084f,000726,鲁泰纺织股份有限公司,annual,2020,,2020年年度报告,2021-03-31,http://static.cninfo.com.cn/finalpage/2021-03-31/1209487064.PDF,000726_鲁泰A\pdf\000726_2020_年报.pdf,success,
000726_annual_2021_b9ad23a9,000726,鲁泰纺织股份有限公司,annual,2021,,2021年年度报告,2022-04-29,http://static.cninfo.com.cn/finalpage/2022-04-29/1213209399.PDF,000726_鲁泰A\pdf\000726_2021_年报.pdf,success,
000726_annual_2022_c90450c3,000726,鲁泰纺织股份有限公司,annual,2022,,2022年年度报告,2023-04-12,http://static.cninfo.com.cn/finalpage/2023-04-12/1216382340.PDF,000726_鲁泰A\pdf\000726_2022_年报.pdf,success,
000726_annual_2023_7d10d8d7,000726,鲁泰纺织股份有限公司,annual,2023,,2023年年度报告,2024-04-12,http://static.cninfo.com.cn/finalpage/2024-04-12/1219583443.PDF,000726_鲁泰A\pdf\000726_2023_年报.pdf,success,
000726_esg_2023_ce488b89,000726,鲁泰纺织股份有限公司,esg,2023,,2023年度社会责任报告,,,000726_鲁泰A\pdf\000726_2023_CSR.pdf,success,
000726_annual_2024_25a2b2ee,000726,鲁泰纺织股份有限公司,annual,2024,,2024年年度报告,2025-04-10,http://static.cninfo.com.cn/finalpage/2025-04-10/1223044453.PDF,000726_鲁泰A\pdf\000726_2024_年报.pdf,success,
000726_esg_2024_3d8408d2,000726,鲁泰纺织股份有限公司,esg,2024,,2024年度社会责任报告,,,000726_鲁泰A\pdf\000726_2024_CSR.pdf,success,
000877_annual_2013_e9f398e2,000877,新疆天山水泥股份有限公司,annual,2013,,2013年年度报告,2014-03-13,http://static.cninfo.com.cn/finalpage/2014-03-13/63668329.PDF,000877_天山股份\pdf\000877_2013_年报.pdf,success,
000877_esg_2013_ada04335,000877,新疆天山水泥股份有限公司,esg,2013,,2013年度社会责任报告,2014-03-13,http://static.cninfo.com.cn/finalpage/2014-03-13/63668327.PDF,000877_天山股份\pdf\000877_2013_CSR.pdf,success,
000877_annual_2014_16ba52c4,000877,新疆天山水泥股份有限公司,annual,2014,,2014年年度报告,2015-03-21,http://static.cninfo.com.cn/finalpage/2015-03-21/1200722400.PDF,000877_天山股份\pdf\000877_2014_年报.pdf,success,
000877_annual_2015_719e9305,000877,新疆天山水泥股份有限公司,annual,2015,,2015年年度报告,2016-03-26,http://static.cninfo.com.cn/finalpage/2016-03-26/1202082125.PDF,000877_天山股份\pdf\000877_2015_年报.pdf,success,
000877_annual_2016_f054a55f,000877,新疆天山水泥股份有限公司,annual,2016,,2016年年度报告,2017-03-16,http://static.cninfo.com.cn/finalpage/2017-03-16/1203162254.PDF,000877_天山股份\pdf\000877_2016_年报.pdf,success,
000877_annual_2017_fc5456f4,000877,新疆天山水泥股份有限公司,annual,2017,,2017年年度报告,2018-03-23,http://static.cninfo.com.cn/finalpage/2018-03-23/1204507441.PDF,000877_天山股份\pdf\000877_2017_年报.pdf,success,
000877_annual_2018_db87fbe0,000877,新疆天山水泥股份有限公司,annual,2018,,2018年年度报告,2019-03-21,http://static.cninfo.com.cn/finalpage/2019-03-21/1205921881.PDF,000877_天山股份\pdf\000877_2018_年报.pdf,success,
000877_annual_2019_d6bb1207,000877,新疆天山水泥股份有限公司,annual,2019,,2019年年度报告,2020-03-21,http://static.cninfo.com.cn/finalpage/2020-03-21/1207390933.PDF,000877_天山股份\pdf\000877_2019_年报.pdf,success,
000877_annual_2021_6fa97bf1,000877,新疆天山水泥股份有限公司,annual,2021,,2021年年度报告,2022-03-22,http://static.cninfo.com.cn/finalpage/2022-03-22/1212635350.PDF,000877_天山股份\pdf\000877_2021_年报.pdf,success,
000877_esg_2022_11e2fb0e,000877,新疆天山水泥股份有限公司,esg,2022,,2022年度社会责任报告,,,000877_天山股份\pdf\000877_2022_CSR.pdf,success,
000877_esg_2023_efa1fdc4,000877,新疆天山水泥股份有限公司,esg,2023,,2023年度社会责任报告,2024-03-27,http://static.cninfo.com.cn/finalpage/2024-03-27/1219412857.PDF,000877_天山股份\pdf\000877_2023_CSR.pdf,success,
000877_esg_2024_be0479e2,000877,新疆天山水泥股份有限公司,esg,2024,,2024年度社会责任报告,2025-03-27,http://static.cninfo.com.cn/finalpage/2025-03-27/1222912322.PDF,000877_天山股份\pdf\000877_2024_CSR.pdf,success,
002042_esg_2013_4901efeb,002042,华孚时尚股份有限公司,esg,2013,,2013年度社会责任报告,2014-02-28,http://static.cninfo.com.cn/finalpage/2014-02-28/63617403.PDF,002042_华孚时尚\pdf\002042_2013_CSR.pdf,success,
002042_annual_2014_f3d9d7da,002042,华孚时尚股份有限公司,annual,2014,,2014年年度报告,2015-03-30,http://static.cninfo.com.cn/finalpage/2015-03-30/1200753994.PDF,002042_华孚时尚\pdf\002042_2014_年报.pdf,success,
002042_esg_2015_87dac763,002042,华孚时尚股份有限公司,esg,2015,,2015年度社会责任报告,,,002042_华孚时尚\pdf\002042_2015_CSR.pdf,success,
002042_annual_2015_0bc15368,002042,华孚时尚股份有限公司,annual,2015,,2015年年度报告,2016-04-08,http://static.cninfo.com.cn/finalpage/2016-04-08/1202151197.PDF,002042_华孚时尚\pdf\002042_2015_年报.pdf,success,
002042_esg_2016_be6296d0,002042,华孚时尚股份有限公司,esg,2016,,2016年度社会责任报告,,,002042_华孚时尚\pdf\002042_2016_CSR.pdf,success,
002042_annual_2016_224e5511,002042,华孚时尚股份有限公司,annual,2016,,2016年年度报告,2017-03-24,http://static.cninfo.com.cn/finalpage/2017-03-24/1203190648.PDF,002042_华孚时尚\pdf\002042_2016_年报.pdf,success,
002042_annual_2017_3903bd5e,002042,华孚时尚股份有限公司,annual,2017,,2017年年度报告,2018-04-26,http://static.cninfo.com.cn/finalpage/2018-04-26/1204790634.PDF,002042_华孚时尚\pdf\002042_2017_年报.pdf,success,
002042_esg_2017_dc925301,002042,华孚时尚股份有限公司,esg,2017,,2017年度社会责任报告,2018-04-26,http://static.cninfo.com.cn/finalpage/2018-04-26/1204790619.PDF,002042_华孚时尚\pdf\002042_2017_CSR.pdf,success,
002042_annual_2018_2070f4f0,002042,华孚时尚股份有限公司,annual,2018,,2018年年度报告,2019-04-25,http://static.cninfo.com.cn/finalpage/2019-04-25/1206093259.PDF,002042_华孚时尚\pdf\002042_2018_年报.pdf,success,
002042_esg_2018_8d5b0299,002042,华孚时尚股份有限公司,esg,2018,,2018年度社会责任报告,2019-04-25,http://static.cninfo.com.cn/finalpage/2019-04-25/1206093248.PDF,002042_华孚时尚\pdf\002042_2018_CSR.pdf,success,
002042_annual_2019_5bb42e30,002042,华孚时尚股份有限公司,annual,2019,,2019年年度报告,2020-04-29,http://static.cninfo.com.cn/finalpage/2020-04-29/1207662951.PDF,002042_华孚时尚\pdf\002042_2019_年报.pdf,success,
002042_esg_2019_d5a250cb,002042,华孚时尚股份有限公司,esg,2019,,2019年度社会责任报告,2020-04-29,http://static.cninfo.com.cn/finalpage/2020-04-29/1207662945.PDF,002042_华孚时尚\pdf\002042_2019_CSR.pdf,success,
002042_esg_2020_0aa8b72c,002042,华孚时尚股份有限公司,esg,2020,,2020年度社会责任报告,,,002042_华孚时尚\pdf\002042_2020_CSR.pdf,success,
002042_annual_2020_fe11f016,002042,华孚时尚股份有限公司,annual,2020,,2020年年度报告,2021-06-30,http://static.cninfo.com.cn/finalpage/2021-06-30/1210364317.PDF,002042_华孚时尚\pdf\002042_2020_年报.pdf,success,
002042_annual_2021_fb8d7e03,002042,华孚时尚股份有限公司,annual,2021,,2021年年度报告,2022-04-28,http://static.cninfo.com.cn/finalpage/2022-04-28/1213171928.PDF,002042_华孚时尚\pdf\002042_2021_年报.pdf,success,
002042_esg_2021_8453e92f,002042,华孚时尚股份有限公司,esg,2021,,2021年度社会责任报告,,,002042_华孚时尚\pdf\002042_2021_CSR.pdf,success,
002042_esg_2022_85ddbdbe,002042,华孚时尚股份有限公司,esg,2022,,2022年度社会责任报告,,,002042_华孚时尚\pdf\002042_2022_CSR.pdf,success,
002042_annual_2022_610f4f44,002042,华孚时尚股份有限公司,annual,2022,,2022年年度报告,2023-04-29,http://static.cninfo.com.cn/finalpage/2023-04-29/1216696215.PDF,002042_华孚时尚\pdf\002042_2022_年报.pdf,success,
002042_esg_2023_a1aa7a4f,002042,华孚时尚股份有限公司,esg,2023,,2023年度社会责任报告,,,002042_华孚时尚\pdf\002042_2023_CSR.pdf,success,
002042_annual_2023_4d727d88,002042,华孚时尚股份有限公司,annual,2023,,2023年年度报告,2024-04-27,http://static.cninfo.com.cn/finalpage/2024-04-27/1219873788.PDF,002042_华孚时尚\pdf\002042_2023_年报.pdf,success,
002042_esg_2024_6db5eb00,002042,华孚时尚股份有限公司,esg,2024,,2024年度社会责任报告,,,002042_华孚时尚\pdf\002042_2024_CSR.pdf,success,
002042_annual_2024_f1de0b0f,002042,华孚时尚股份有限公司,annual,2024,,2024年年度报告,2025-04-26,http://static.cninfo.com.cn/finalpage/2025-04-26/1223324935.PDF,002042_华孚时尚\pdf\002042_2024_年报.pdf,success,
002078_esg_2013_18493e31,002078,山东太阳纸业股份有限公司,esg,2013,,2013年度社会责任报告,2014-02-28,http://static.cninfo.com.cn/finalpage/2014-02-28/63616399.PDF,002078_太阳纸业\pdf\002078_2013_CSR.pdf,success,
002078_annual_2014_c1ed42cd,002078,山东太阳纸业股份有限公司,annual,2014,,2014年年度报告,2015-04-24,http://static.cninfo.com.cn/finalpage/2015-04-24/1200897405.PDF,002078_太阳纸业\pdf\002078_2014_年报.pdf,success,
002078_esg_2014_0b7cca8b,002078,山东太阳纸业股份有限公司,esg,2014,,2014年度社会责任报告,2015-04-24,http://static.cninfo.com.cn/finalpage/2015-04-24/1200897413.PDF,002078_太阳纸业\pdf\002078_2014_CSR.pdf,success,
002078_esg_2015_1d651f24,002078,山东太阳纸业股份有限公司,esg,2015,,2015年度社会责任报告,2016-04-23,http://static.cninfo.com.cn/finalpage/2016-04-23/1202228617.PDF,002078_太阳纸业\pdf\002078_2015_CSR.pdf,success,
002078_annual_2015_48c46882,002078,山东太阳纸业股份有限公司,annual,2015,,2015年年度报告,2016-04-27,http://static.cninfo.com.cn/finalpage/2016-04-27/1202248231.PDF,002078_太阳纸业\pdf\002078_2015_年报.pdf,success,
002078_esg_2017_971914e9,002078,山东太阳纸业股份有限公司,esg,2017,,2017年度社会责任报告,2018-04-26,http://static.cninfo.com.cn/finalpage/2018-04-26/1204791611.PDF,002078_太阳纸业\pdf\002078_2017_CSR.pdf,success,
002078_annual_2017_e8fa15fd,002078,山东太阳纸业股份有限公司,annual,2017,,2017年年度报告,2018-04-26,http://static.cninfo.com.cn/finalpage/2018-04-26/1204791605.PDF,002078_太阳纸业\pdf\002078_2017_年报.pdf,success,
002078_annual_2018_17fb4538,002078,山东太阳纸业股份有限公司,annual,2018,,2018年年度报告,2019-04-16,http://static.cninfo.com.cn/finalpage/2019-04-16/1206020159.PDF,002078_太阳纸业\pdf\002078_2018_年报.pdf,success,
002078_esg_2018_8777f767,002078,山东太阳纸业股份有限公司,esg,2018,,2018年度社会责任报告,2019-04-16,http://static.cninfo.com.cn/finalpage/2019-04-16/1206020135.PDF,002078_太阳纸业\pdf\002078_2018_CSR.pdf,success,
002078_esg_2019_97850f6f,002078,山东太阳纸业股份有限公司,esg,2019,,2019年度社会责任报告,2020-04-21,http://static.cninfo.com.cn/finalpage/2020-04-21/1207539477.PDF,002078_太阳纸业\pdf\002078_2019_CSR.pdf,success,
002078_annual_2019_bf01b60f,002078,山东太阳纸业股份有限公司,annual,2019,,2019年年度报告,2020-04-21,http://static.cninfo.com.cn/finalpage/2020-04-21/1207539471.PDF,002078_太阳纸业\pdf\002078_2019_年报.pdf,success,
002078_esg_2020_572538e9,002078,山东太阳纸业股份有限公司,esg,2020,,2020年度社会责任报告,,,002078_太阳纸业\pdf\002078_2020_CSR.pdf,success,
002078_annual_2020_d95d2653,002078,山东太阳纸业股份有限公司,annual,2020,,2020年年度报告,2021-04-20,http://static.cninfo.com.cn/finalpage/2021-04-20/1209725764.PDF,002078_太阳纸业\pdf\002078_2020_年报.pdf,success,
002078_esg_2021_150497ea,002078,山东太阳纸业股份有限公司,esg,2021,,2021年度社会责任报告,,,002078_太阳纸业\pdf\002078_2021_CSR.pdf,success,
002078_annual_2021_09264ccf,002078,山东太阳纸业股份有限公司,annual,2021,,2021年年度报告,2022-04-16,http://static.cninfo.com.cn/finalpage/2022-04-16/1212942863.PDF,002078_太阳纸业\pdf\002078_2021_年报.pdf,success,
002078_annual_2022_34adabc4,002078,山东太阳纸业股份有限公司,annual,2022,,2022年年度报告,2023-04-22,http://static.cninfo.com.cn/finalpage/2023-04-22/1216521217.PDF,002078_太阳纸业\pdf\002078_2022_年报.pdf,success,
002078_esg_2022_4db8ca4f,002078,山东太阳纸业股份有限公司,esg,2022,,2022年度社会责任报告,,,002078_太阳纸业\pdf\002078_2022_CSR.pdf,success,
002078_annual_2023_08c4918c,002078,山东太阳纸业股份有限公司,annual,2023,,2023年年度报告,2024-04-10,http://static.cninfo.com.cn/finalpage/2024-04-10/1219554051.PDF,002078_太阳纸业\pdf\002078_2023_年报.pdf,success,
002078_annual_2024_87eb2db7,002078,山东太阳纸业股份有限公司,annual,2024,,2024年年度报告,2025-04-10,http://static.cninfo.com.cn/finalpage/2025-04-10/1223045478.PDF,002078_太阳纸业\pdf\002078_2024_年报.pdf,success,
002422_annual_2013_3db168a6,002422,四川科伦药业股份有限公司,annual,2013,,2013年年度报告,2014-04-26,http://static.cninfo.com.cn/finalpage/2014-04-26/63930431.PDF,002422_科伦药业\pdf\002422_2013_年报.pdf,success,
002422_esg_2014_469a880b,002422,四川科伦药业股份有限公司,esg,2014,,2014年度社会责任报告,2015-03-31,http://static.cninfo.com.cn/finalpage/2015-03-31/1200767198.PDF,002422_科伦药业\pdf\002422_2014_CSR.pdf,success,
