doc_id,stock_code,company_name,report_type,year,penalty_year,title,publish_date,pdf_url,local_pdf_path,download_status,error_message
600801_annual_2013_367ab169,600801,华新水泥股份有限公司,annual,2013,,2013年年度报告,2014-03-29,http://static.cninfo.com.cn/finalpage/2014-03-29/63752775.PDF,600801_华新建材\pdf\600801_2013_年报.pdf,success,
600801_annual_2014_144ef644,600801,华新水泥股份有限公司,annual,2014,,2014年年度报告,2015-03-27,http://static.cninfo.com.cn/finalpage/2015-03-27/1200750046.PDF,600801_华新建材\pdf\600801_2014_年报.pdf,success,
600801_annual_2015_becd304b,600801,华新水泥股份有限公司,annual,2015,,2015年年度报告,2016-03-31,http://static.cninfo.com.cn/finalpage/2016-03-31/1202113147.PDF,600801_华新建材\pdf\600801_2015_年报.pdf,success,
600801_annual_2016_9e425b8d,600801,华新水泥股份有限公司,annual,2016,,2016年年度报告,2017-03-24,http://static.cninfo.com.cn/finalpage/2017-03-24/1203190337.PDF,600801_华新建材\pdf\600801_2016_年报.pdf,success,
600801_annual_2017_62683f4e,600801,华新水泥股份有限公司,annual,2017,,2017年年度报告,2018-05-15,http://static.cninfo.com.cn/finalpage/2018-05-15/1204941629.PDF,600801_华新建材\pdf\600801_2017_年报.pdf,success,
600801_annual_2018_661d621d,600801,华新水泥股份有限公司,annual,2018,,2018年年度报告,2019-03-30,http://static.cninfo.com.cn/finalpage/2019-03-30/1205964627.PDF,600801_华新建材\pdf\600801_2018_年报.pdf,success,
600801_esg_2018_9b00b07e,600801,华新水泥股份有限公司,esg,2018,,2018年度社会责任报告,,,600801_华新建材\pdf\600801_2018_CSR.pdf,success,
600801_annual_2019_c7a4a39a,600801,华新水泥股份有限公司,annual,2019,,2019年年度报告,2020-04-29,http://static.cninfo.com.cn/finalpage/2020-04-29/1207668512.PDF,600801_华新建材\pdf\600801_2019_年报.pdf,success,
600801_esg_2019_3371102c,600801,华新水泥股份有限公司,esg,2019,,2019年度社会责任报告,,,600801_华新建材\pdf\600801_2019_CSR.pdf,success,
600801_esg_2020_04084ee5,600801,华新水泥股份有限公司,esg,2020,,2020年度社会责任报告,,,600801_华新建材\pdf\600801_2020_CSR.pdf,success,
600801_annual_2020_5e3393df,600801,华新水泥股份有限公司,annual,2020,,2020年年度报告,2021-03-30,http://static.cninfo.com.cn/finalpage/2021-03-30/1209472843.PDF,600801_华新建材\pdf\600801_2020_年报.pdf,success,
600801_esg_2021_79768d42,600801,华新水泥股份有限公司,esg,2021,,2021年度社会责任报告,,,600801_华新建材\pdf\600801_2021_CSR.pdf,success,
600801_annual_2021_af8128a5,600801,华新水泥股份有限公司,annual,2021,,2021年年度报告,2022-03-30,http://static.cninfo.com.cn/finalpage/2022-03-30/1212729802.PDF,600801_华新建材\pdf\600801_2021_年报.pdf,success,
600801_annual_2022_8b198a8a,600801,华新水泥股份有限公司,annual,2022,,2022年年度报告,2023-03-29,http://static.cninfo.com.cn/finalpage/2023-03-29/1216246923.PDF,600801_华新建材\pdf\600801_2022_年报.pdf,success,
600801_esg_2022_5ac1dbc2,600801,华新水泥股份有限公司,esg,2022,,2022年度社会责任报告,,,600801_华新建材\pdf\600801_2022_CSR.pdf,success,
600801_annual_2023_f5140efa,600801,华新水泥股份有限公司,annual,2023,,2023年年度报告,2024-03-29,http://static.cninfo.com.cn/finalpage/2024-03-29/1219448741.PDF,600801_华新建材\pdf\600801_2023_年报.pdf,success,
600801_annual_2024_1552b9ef,600801,华新水泥股份有限公司,annual,2024,,2024年年度报告,2025-03-27,http://static.cninfo.com.cn/finalpage/2025-03-27/1222912425.PDF,600801_华新建材\pdf\600801_2024_年报.pdf,success,
600801_esg_2024_588150e1,600801,华新水泥股份有限公司,esg,2024,,2024年度社会责任报告,,,600801_华新建材\pdf\600801_2024_CSR.pdf,success,
