stock_code,company_name,title,publish_date,penalty_year,pdf_url
000983,西山煤电,西山煤电：关于收到山西省发展和改革委员会行政处罚决定书的公告,2017-08-15,2017,http://static.cninfo.com.cn/finalpage/2017-08-15/1203795838.PDF
